id_unidad,clues,clave_presupuestal,situacion_juridica_inmueble,estatus_operativo,nombre_oficial,nombre_corto,nombre_unidad,tipo_unidad,sigla_tipo,nivel_atencion,atiende_nivel_adicional,institucion,entidad,municipio,subdelegacion,tipo_vialidad,nombre_vialidad,numero_exterior,numero_interior,tipo_asentamiento,nombre_asentamiento,codigo_postal,direccion_completa,latitud,longitud,coordenadas_validadas,fuente_coordenada,Observaciones
U_ISSSTE_160,CHIST000083,008-210-11,Propia,En Operación,Unidad de Medicina Familiar Cd. Guerrero,UMF Cd. Guerrero,Cd. Guerrero,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Guerrero,Chihuahua,Calle,Francisco Javier Mina,600,,Colonia,Centro,31680,"Calle Francisco Javier Mina 600, Colonia Centro, Guerrero, Chihuahua, CP. 31680",28.54562401504362,-107.48021720156119,Validada,Anuario Estadístico 2025,
U_ISSSTE_161,CHIST000124,008-210-13,Propia,En Operación,Unidad de Medicina Familiar Madera,UMF Madera,Madera,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Madera,Chihuahua,Calle,Veintitres A,506,,Barrio,El Estadio,31940,"Calle Veintitres A 506, Barrio El Estadio, Madera, Chihuahua, CP. 31940",29.192661451978022,-108.15020849755486,Validada,Anuario Estadístico 2025,
U_ISSSTE_162,CHIST000346,008-210-16,Subrogada,En Operación,Consultorio de Atención Familiar Tomochi,CAF Tomochi,Tomochi,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Guerrero,Chihuahua,Carretera,Gran Visión,S/N,,Pueblo,Tomochi,31691,"Carretera Gran Visión S/N, Pueblo Tomochi, Guerrero, Chihuahua, CP. 31691",28.352722407397547,-107.83900723609054,Solicitar Validación,Anuario Estadístico 2025,"Coordenadas de Clues, no existe forma de confirmar la existencia de un CAF"
U_ISSSTE_163,PENDIENTE,008-210-17,Subrogada,En Operación,Consultorio de Atención Familiar Gómez Farias,CAF Gómez Farias,Gómez Farias,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Gómez Farías,Chihuahua,Calle,Socorro Rivera,509,,Colonia,Centro,31900,"Calle Socorro Rivera 509, Colonia Centro, Gómez Farías, Chihuahua, CP. 31900",29.360060435356882,-107.73791584274515,Validada,Anuario Estadístico 2025,
U_ISSSTE_164,CHIST000416,008-210-18,Subrogada,En Operación,Consultorio de Atención Familiar Óscar Soto Maynez,CAF Óscar Soto Maynez,Óscar Soto Maynez,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Namiquipa,Chihuahua,Calle,12 de Agosto,507,,Colonia,Centro,31963,"Calle 12 de Agosto 507, Colonia Centro, Namiquipa, Chihuahua, CP. 31963",29.034746567660655,-107.47089310705532,Validada,Anuario Estadístico 2025,
U_ISSSTE_165,CHIST000276,008-210-19,Subrogada,En Operación,Consultorio de Atención Familiar Carichí,CAF Carichí,Carichí,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Carichí,Chihuahua,Calle,Yermo y Parres,S/N,,Colonia,Praga,33280,"Calle Yermo y Parres S/N, Colonia Praga, Carichí, Chihuahua, CP. 33280",27.91642048510485,-107.05316662214008,Solicitar Validación,Anuario Estadístico 2025,"Las coordenadas envían a una farmacia, pero no existe forma de confirmar la presencia de una caf"
U_ISSSTE_166,CHIST000235,008-210-20,Subrogada,En Operación,Consultorio de Atención Familiar Creel,CAF Creel,Creel,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Bocoyna,Chihuahua,Avenida,Gran Visión,720,,Colonia,Centro,33200,"Avenida Gran Visión 720, Colonia Centro, Bocoyna, Chihuahua, CP. 33200",27.76223416705411,-107.63679829656084,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envían a Cruz Roja
U_ISSSTE_167,CHIST000380,008-210-21,Subrogada,En Operación,Consultorio de Atención Familiar El Largo Maderal,CAF El Largo Maderal,El Largo Maderal,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Madera,Chihuahua,Calle,"""Desconocida""",S/N,,Localidad,El Largo Maderal,31956,"Calle ""Desconocida"" S/N, Localidad El Largo Maderal, Madera, Chihuahua, CP. 31956",29.688527921159615,-108.27600790032314,Solicitar Validación,Anuario Estadístico 2025,Google Maps no disponible en la zona
U_ISSSTE_168,CHIST000486,008-210-23,Subrogada,En Operación,Consultorio de Atención Familiar San Rafael Urique,CAF San Rafael Urique,San Rafael Urique,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Urique,Chihuahua,Calle,"""Desconocida""",S/N,,Localidad,San Rafael Urique,33430,"Calle ""Desconocida"" S/N, Localidad San Rafael Urique, Urique, Chihuahua, CP. 33430",27.489187575818647,-107.88803000525478,Solicitar Validación,Anuario Estadístico 2025,Google Maps no disponible en la zona
U_ISSSTE_169,CHIST000520,008-210-25,Subrogada,En Operación,Consultorio de Atención Familiar Témoris,CAF Témoris,Témoris,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Guazapares,Chihuahua,Calle,Benito Juárez,85,,Colonia,Centro,33380,"Calle Benito Juárez 85, Colonia Centro, Guazapares, Chihuahua, CP. 33380",27.27703767392208,-108.27890370513221,Solicitar Validación,Anuario Estadístico 2025,Google Maps no disponible en la zona
U_ISSSTE_170,CHIST000363,008-211-00,Propia,En Operación,Clínica de Medicina Familiar Cd. Juárez,CMF Cd. Juárez,Cd. Juárez,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Juárez,Chihuahua,Calle,Yepomera,5732,,Fraccionamiento,Hacienda de las Torres Universidad,32576,"Calle Yepomera 5732, Fraccionamiento Hacienda de las Torres Universidad, Juárez, Chihuahua, CP. 32576",31.594317053728513,-106.39880434984987,Validada,Anuario Estadístico 2025,
U_ISSSTE_171,CHIST000211,008-211-01,Subrogada,En Operación,Consultorio de Atención Familiar Ascensión,CAF Ascensión,Ascensión,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Ascensión,Chihuahua,Calle,San Luis,1155,,Colonia,Centro,31820,"Calle San Luis 1155, Colonia Centro, Ascensión, Chihuahua, CP. 31820",31.094008004962525,-108.0008223208192,Solicitar Validación,Anuario Estadístico 2025,Google Maps no disponible en la zona. Inconsistencias en Clues. Coordenadas aproximadas según los datos de Clues
U_ISSSTE_172,CHIST000445,008-211-03,Subrogada,En Operación,Consultorio de Atención Familiar Praxedis G. Guerrero,CAF Praxedis G. Guerrero,Praxedis G. Guerrero,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Praxedis G. Guerrero,Chihuahua,Calle,Villa Guerrero,S/N,,Colonia,Centro,32780,"Calle Villa Guerrero S/N, Colonia Centro, Praxedis G. Guerrero, Chihuahua, CP. 32780",31.370518132548618,-106.00699926209936,Solicitar Validación,Anuario Estadístico 2025,Google Maps desactualizado. Las coordenadas no permiten identificar con precisión el CAF
U_ISSSTE_173,CHIST000206,008-211-04,Subrogada,En Operación,Consultorio de Atención Familiar Gral. Rodrigo M. Quevedo (Palomas),CAF Gral. Rodrigo M. Quevedo (Palomas),Gral. Rodrigo M. Quevedo (Palomas),Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Ascensión,Chihuahua,Calle,Lerdo,1818,,Colonia,Centro,31830,"Calle Lerdo 1818, Colonia Centro, Ascensión, Chihuahua, CP. 31830",31.78079446985621,-107.63207386562726,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas del Clues no son exactas. Se muestran cordenadas del Centro de Salud más cercano
U_ISSSTE_174,CHIST000141,008-211-05,Propia,En Operación,Unidad de Medicina Familiar Nuevo Casas Grandes,UMF Nuevo Casas Grandes,Nuevo Casas Grandes,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Nuevo Casas Grandes,Chihuahua,Calle,del Prado,S/N,,Colonia,Centro,31700,"Calle del Prado S/N, Colonia Centro, Nuevo Casas Grandes, Chihuahua, CP. 31700",30.422644377804644,-107.90352219105378,Validada,Anuario Estadístico 2025,
U_ISSSTE_175,CHIST000170,008-211-06,Subrogada,En Operación,Consultorio de Atención Familiar Villa Ahumada,CAF Villa Ahumada,Villa Ahumada,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Ahumada,Chihuahua,Avenida,Miguel Ahumada,307,,Colonia,Centro,32800,"Avenida Miguel Ahumada 307, Colonia Centro, Ahumada, Chihuahua, CP. 32800",30.617286494094472,-106.51398805580433,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas no concuerdan con la dirección de Clues
U_ISSSTE_176,CHIST000264,008-211-07,Convenio,En Operación,Consultorio de Atención Familiar Ricardo Flores Magón,CAF Ricardo Flores Magón,Ricardo Flores Magón,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Buenaventura,Chihuahua,Carretera,Federal Diez,20,,Localidad,Ricardo Flores Magón,31880,"Carretera Federal Diez 20, Localidad Ricardo Flores Magón, Buenaventura, Chihuahua, CP. 31880",29.943183678248438,-106.96399635940958,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas son inconsistentes. Se hace uso de las coordenadas del centro de salud más cercano
U_ISSSTE_177,CHIST000252,008-211-08,Subrogada,En Operación,Consultorio de Atención Familiar Valle de San Buenaventura,CAF Valle de San Buenaventura,Valle de San Buenaventura,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Buenaventura,Chihuahua,Calle,Anáhuac,605,,Colonia,Centro,31890,"Calle Anáhuac 605, Colonia Centro, Buenaventura, Chihuahua, CP. 31890",29.84136001613835,-107.47045657018988,Solicitar Validación,Anuario Estadístico 2025,"Datos insuficientes para localizar la CAF, coordenadas aproximadas"
U_ISSSTE_178,CHIST000351,008-211-09,Subrogada,En Operación,Consultorio de Atención Familiar Ignacio Zaragoza,CAF Ignacio Zaragoza,Ignacio Zaragoza,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Ignacio Zaragoza,Chihuahua,Calle,Prolongación Josefa Ortíz de Domínguez,S/N,,Localidad,Ignacio Zaragoza,31920,"Calle Prolongación Josefa Ortíz de Domínguez S/N, Localidad Ignacio Zaragoza, Ignacio Zaragoza, Chihuahua, CP. 31920",29.63676840100859,-107.75355892398511,Solicitar Validación,Anuario Estadístico 2025,Inconsistencias en el Clues. Se usaron las coordenadas del centro de salud más cercano
U_ISSSTE_179,CHIST000054,008-213-00,Propia,En Operación,Clínica de Medicina Familiar Cd. Delicias,CMF Cd. Delicias,Cd. Delicias,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Delicias,Chihuahua,Avenida,"Doce ""A"" Sur",902,,Fraccionamiento,Los Ángeles,33076,"Avenida Doce ""A"" Sur 902, Fraccionamiento Los Ángeles, Delicias, Chihuahua, CP. 33076",28.17852691294629,-105.4731750956816,Validada,Anuario Estadístico 2025,
U_ISSSTE_180,CHIST000165,008-213-02,Propia,En Operación,Unidad de Medicina Familiar Saucillo,UMF Saucillo,Saucillo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Saucillo,Chihuahua,Avenida,Trece A,10,,Colonia,Centro,33620,"Avenida Trece A 10, Colonia Centro, Saucillo, Chihuahua, CP. 33620",28.03500835040684,-105.29311222469468,Validada,Anuario Estadístico 2025,
U_ISSSTE_181,CHIST000013,008-213-03,Propia,En Operación,Unidad de Medicina Familiar Cd. Camargo,UMF Cd. Camargo,Cd. Camargo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Camargo,Chihuahua,Calle,Cuarta,S/N,,Colonia,La Quinta Gracia,33737,"Calle Cuarta S/N, Colonia La Quinta Gracia, Camargo, Chihuahua, CP. 33737",27.660441879930346,-105.16759554647625,Validada,Anuario Estadístico 2025,
U_ISSSTE_182,CHIST000293,008-217-00,Propia,En Operación,Clínica de Medicina Familiar Chihuahua,CMF Chihuahua,Chihuahua,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Chihuahua,Chihuahua,Calle,Ahuehuete,505,,Colonia,Ángel Trias,31203,"Calle Ahuehuete 505, Colonia Ángel Trias, Chihuahua, Chihuahua, CP. 31203",28.658012918562434,-106.09913788053406,Validada,Anuario Estadístico 2025,
U_ISSSTE_183,DGIST000042,010-204-00,Propia,En Operación,"Hospital General Dr. Santiago Ramon y Cajal, Dgo.","HG Dr. Santiago Ramon y Cajal, Dgo.","Dr. Santiago Ramon y Cajal, Dgo.",Hospital General,HG,Segundo Nivel,No Aplica,ISSSTE,Durango,Durango,Durango,Calle,Predio Canoas,S/N,,Colonia,Obrera,34077,"Calle Predio Canoas S/N, Colonia Obrera, Durango, Durango, CP. 34077",24.029425563205866,-104.68160248628271,Validada,Anuario Estadístico 2025,
U_ISSSTE_184,DGIST000346,010-205-00,Propia,En Operación,Clínica de Medicina Familiar Cd. Lerdo,CMF Cd. Lerdo,Cd. Lerdo,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Durango,Lerdo,Durango,Calzada,José Santos Valdéz,270,,Colonia,Magisterial,35168,"Calzada José Santos Valdéz 270, Colonia Magisterial, Lerdo, Durango, CP. 35168",25.555390695049187,-103.50916342156097,Validada,Anuario Estadístico 2025,
U_ISSSTE_185,DGIST000054,010-206-00,Propia,En Operación,Clínica Hospital Gómez Palacio,CH Gómez Palacio,Gómez Palacio,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Durango,Gómez Palacio,Durango,Boulevard,Miguel Alemán,S/N,,Colonia,Centro,35050,"Boulevard Miguel Alemán S/N, Colonia Centro, Gómez Palacio, Durango, CP. 35050",25.55450650400878,-103.50770052249646,Validada,Anuario Estadístico 2025,
U_ISSSTE_186,DGIST000025,010-206-01,En Proceso de Regularización,En Operación,Unidad de Medicina Familiar Cuencamé,UMF Cuencamé,Cuencamé,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Durango,Cuencamé,Durango,Calle,Aquiles Serdán,200,,Colonia,Las Alamedas,35800,"Calle Aquiles Serdán 200, Colonia Las Alamedas, Cuencamé, Durango, CP. 35800",24.86760576231334,-103.69657096974572,Validada,Anuario Estadístico 2025,
U_ISSSTE_187,DGIST000136,010-206-03,Propia,En Operación,Unidad de Medicina Familiar Rodeo,UMF Rodeo,Rodeo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Durango,Rodeo,Durango,Calle,Durango,S/N,,Colonia,Industrial,35760,"Calle Durango S/N, Colonia Industrial, Rodeo, Durango, CP. 35760",25.174636694686573,-104.5548967644172,Validada,Anuario Estadístico 2025,
U_ISSSTE_188,DGIST000100,010-206-05,Propia,En Operación,Unidad de Medicina Familiar Las Nieves,UMF Las Nieves,Las Nieves,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Durango,Ocampo,Durango,Calle,Tomás Urbina,401,,Colonia,Centro,35381,"Calle Tomás Urbina 401, Colonia Centro, Ocampo, Durango, CP. 35381",26.395542508844773,-105.3951298215141,Validada,Anuario Estadístico 2025,
U_ISSSTE_189,DGIST000071,010-206-06,Propia,En Operación,Unidad de Medicina Familiar Mapimí,UMF Mapimí,Mapimí,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Durango,Mapimí,Durango,Calle,Ignacio Zaragoza,3,,Colonia,Centro,35200,"Calle Ignacio Zaragoza 3, Colonia Centro, Mapimí, Durango, CP. 35200",25.83157307985908,-103.84852523870572,Validada,Anuario Estadístico 2025,
U_ISSSTE_190,DGIST000083,010-206-07,Propia,En Operación,Unidad de Medicina Familiar Paso Nacional,UMF Paso Nacional,Paso Nacional,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Durango,Nazas,Durango,Calle,Venustiano Carranza,S/N,,Colonia,Centro,35713,"Calle Venustiano Carranza S/N, Colonia Centro, Nazas, Durango, CP. 35713",25.261771290101432,-104.01913668501678,Validada,Anuario Estadístico 2025,
U_ISSSTE_191,DGIST000380,010-206-08,Subrogada,En Operación,Consultorio de Atención Familiar Peñón Blanco,CAF Peñón Blanco,Peñón Blanco,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Durango,Peñón Blanco,Durango,Carretera,Estatal 316 (Durango-Yerbanís),S/N,,Localidad,Peñón Blanco,34764,"Carretera Estatal 316 (Durango-Yerbanís) S/N, Localidad Peñón Blanco, Peñón Blanco, Durango, CP. 34764",24.78863838522305,-104.02272835166133,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas del Clues no son exactas. Se muestran cordenadas del Centro de Salud más cercano
U_ISSSTE_192,DGIST000416,010-206-09,Subrogada,En Operación,Consultorio de Atención Familiar San Juan de Guadalupe,CAF San Juan de Guadalupe,San Juan de Guadalupe,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Durango,San Juan de Guadalupe,Durango,Calle,Allende,30,,Localidad,San Juan de Guadalupe,35900,"Calle Allende 30, Localidad San Juan de Guadalupe, San Juan de Guadalupe, Durango, CP. 35900",24.63203387616711,-102.78012937967236,Solicitar Validación,Anuario Estadístico 2025,"Las coordenadas envían a un edificio, pero no es posible verificar la presencia del CAF"
U_ISSSTE_193,DGIST000112,010-206-10,Propia,En Operación,Unidad de Medicina Familiar Santa María del Oro,UMF Santa María del Oro,Santa María del Oro,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Durango,El Oro,Durango,Avenida,Juárez,S/N,,Colonia,Centro,35690,"Avenida Juárez S/N, Colonia Centro, El Oro, Durango, CP. 35690",25.95729831723327,-105.36636250206377,Validada,Anuario Estadístico 2025,
U_ISSSTE_194,DGIST000170,010-206-11,Propia,En Operación,Unidad de Medicina Familiar Tlahualilo de Zaragoza,UMF Tlahualilo de Zaragoza,Tlahualilo de Zaragoza,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Durango,Tlahualilo,Durango,Calle,Aguascalientes,142,,Colonia,Zaragoza,35257,"Calle Aguascalientes 142, Colonia Zaragoza, Tlahualilo, Durango, CP. 35257",26.10483564780058,-103.4390252505424,Validada,Anuario Estadístico 2025,
U_ISSSTE_195,DGIST000363,010-206-12,Subrogada,En Operación,Consultorio de Atención Familiar Cd. Juárez,CAF Cd. Juárez,Cd. Juárez,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Durango,Lerdo,Durango,Calle,José María Morelos y Pavón,600,,Colonia,Centro,35180,"Calle José María Morelos y Pavón 600, Colonia Centro, Lerdo, Durango, CP. 35180",25.487993962298518,-103.59433670049306,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas son inconsistentes con los datos del clues. Se hace uso de las coordenadas de un Centro comunitario de la zona
U_ISSSTE_196,DGIST000404,010-206-13,Subrogada,En Operación,Consultorio de Atención Familiar Santa Clara,CAF Santa Clara,Santa Clara,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Durango,Santa Clara,Durango,Calle,Constitución,10-B,,Colonia,Poanas,35883,"Calle Constitución 10-B, Colonia Poanas, Santa Clara, Durango, CP. 35883",24.47759174040412,-103.35632328287555,Solicitar Validación,Anuario Estadístico 2025,Coordenadas aproximadas. Google Maps no disponible en la zona
U_ISSSTE_197,DGIST000351,010-206-14,Subrogada,En Operación,Consultorio de Atención Familiar Bermejillo,CAF Bermejillo,Bermejillo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Durango,Mapimí,Durango,Calle,Sor Juana Inés de la Cruz,344,,Pueblo,Bermejillo,35230,"Calle Sor Juana Inés de la Cruz 344, Pueblo Bermejillo, Mapimí, Durango, CP. 35230",25.885997781964193,-103.62256002960811,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envían a un DIF
U_ISSSTE_198,DGIST000433,010-206-15,Subrogada,En Operación,Consultorio de Atención Familiar General Simón Bolívar,CAF General Simón Bolívar,General Simón Bolívar,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Durango,General Simón Bolívar,Durango,Calle,Mariano Matamoros,S/N,,Ciudad,Gral. Simón Bolívar,35950,"Calle Mariano Matamoros S/N, Ciudad Gral. Simón Bolívar, General Simón Bolívar, Durango, CP. 35950",24.686817536202792,-103.22590276040015,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas no permiten identificar la presencia de un CAF
U_ISSSTE_199,DGIST000450,010-206-16,Subrogada,En Operación,Consultorio de Atención Familiar San Bernardo,CAF San Bernardo,San Bernardo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Durango,San Bernardo,Durango,Calle,Libertad,11,,Barrio,Libertad,35490,"Calle Libertad 11, Barrio Libertad, San Bernardo, Durango, CP. 35490",26.002643851526575,-105.52489070740067,Solicitar Validación,Anuario Estadístico 2025,Coordenadas aproximadas. Google Maps no disponible en la zona
U_ISSSTE_200,DGIST000030,010-207-00,Propia,En Operación,Clínica de Medicina Familiar Durango,CMF Durango,Durango,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Durango,Durango,Durango,Calle,Velino M. Preza,202,,Colonia,Silvestre Dorador,34077,"Calle Velino M. Preza 202, Colonia Silvestre Dorador, Durango, Durango, CP. 34077",24.0290153127099,-104.68191258270149,Validada,Anuario Estadístico 2025,
U_ISSSTE_201,DGIST000013,010-207-01,Propia,En Operación,Unidad de Medicina Familiar Canatlán de las Manzanas,UMF Canatlán de las Manzanas,Canatlán de las Manzanas,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Durango,Canatlán,Durango,Calle,Morelos,S/N,,Colonia,Valenzuela,34455,"Calle Morelos S/N, Colonia Valenzuela, Canatlán, Durango, CP. 34455",24.520927790329303,-104.7776300942579,Validada,Anuario Estadístico 2025,
U_ISSSTE_202,DGIST000206,010-207-02,Subrogada,En Operación,Consultorio de Atención Familiar Canelas,CAF Canelas,Canelas,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Durango,Canelas,Durango,Calle,5 de Mayo,S/N,,Localidad,Canelas,34500,"Calle 5 de Mayo S/N, Localidad Canelas, Canelas, Durango, CP. 34500",25.12191841169038,-106.54541102696133,Validada,Anuario Estadístico 2025,
